CountLine,CountLineCodeDecl,SumCyclomaticModified,SumCyclomatic,CountLineCode,CountLineCodeExe,COMM,ADEV,CountStmtExe,Del_lines,CountStmt,SumCyclomaticStrict,CountStmtDecl,CountSemicolon,CountOutput_Max,SumEssential,CountOutput_Mean,DDEV,CountLineBlank,CountDeclClassMethod
23,11,2,2,18,6,1,1,3,1,13,2,10,10,8,1,8.0,1,5,0
184,42,24,25,121,67,7,7,49,10,88,27,39,64,15,13,6.71428571428571,3,26,7
325,74,65,65,213,117,13,13,114,486,175,69,61,111,12,46,4.69565217391304,4,41,1
41,7,1,1,11,3,0,0,2,0,9,1,7,7,2,1,2.0,0,3,0
42,5,2,2,10,2,0,0,2,0,7,2,5,4,2,2,1.5,0,2,0
16,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
68,13,6,6,30,10,0,0,10,0,23,6,13,16,6,6,2.33333333333333,0,8,0
81,14,6,6,29,8,1,1,8,10,22,6,14,15,3,6,1.83333333333333,1,9,0
77,13,5,5,26,7,0,0,7,0,20,5,13,14,4,5,2.0,0,8,0
37,10,4,4,29,16,0,0,14,0,24,4,10,19,6,4,3.25,0,8,0
185,41,26,26,116,65,4,4,56,12,100,33,44,73,15,10,6.75,2,34,0
26,10,5,5,23,5,0,0,6,0,17,5,11,8,2,4,1.25,0,3,0
14,7,1,1,10,1,1,1,1,1,8,1,7,6,1,1,1.0,1,4,0
33,12,9,9,13,0,1,1,0,0,12,9,12,11,1,9,1.0,1,9,0
174,38,27,27,60,17,3,3,12,12,49,27,37,41,4,27,1.2,2,18,2
71,11,4,4,21,5,0,0,5,0,16,4,11,11,3,4,2.0,0,7,0
130,39,18,18,73,59,1,1,43,1,85,25,42,67,3,3,1.66666666666667,1,5,3
80,47,30,30,48,45,0,0,45,0,92,30,47,61,2,30,1.5,0,2,0
24,18,14,14,19,0,0,0,0,0,18,14,18,17,1,14,0.785714285714286,0,5,0
58,11,4,4,21,5,0,0,5,0,16,4,11,11,3,4,2.0,0,8,0
150,33,22,22,89,49,1,1,43,0,76,23,33,50,9,13,4.5,1,21,0
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
275,90,29,29,196,117,8,8,65,22,151,31,86,123,18,17,6.23529411764706,3,48,1
590,116,85,111,387,222,14,14,136,112,223,120,87,142,17,53,4.88636363636364,6,64,5
86,21,13,13,61,36,2,2,35,3,56,15,21,43,20,1,20.0,1,12,0
47,7,1,1,10,1,1,1,1,1,8,1,7,6,1,1,1.0,1,3,0
52,9,2,2,14,6,0,0,2,0,11,2,9,8,2,2,1.5,0,3,0
78,14,6,6,28,9,1,1,9,1,23,6,14,16,3,5,2.0,1,8,0
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
78,11,4,4,21,5,1,1,5,5,16,4,11,11,3,4,1.75,1,7,0
212,40,30,30,140,79,7,7,58,17,96,31,38,67,11,18,5.33333333333333,4,26,1
50,9,2,2,15,4,6,6,3,16,11,2,8,8,5,2,4.0,2,3,2
33,2,0,0,3,0,2,2,0,33,2,0,2,1,0,0,0.0,1,2,0
93,37,10,10,64,22,5,5,14,4,46,10,32,35,8,8,4.375,3,20,1
721,144,127,127,465,246,17,17,200,111,313,143,113,188,14,102,3.96491228070175,5,104,7
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
68,12,3,3,24,10,1,1,5,23,17,3,12,13,7,2,4.0,1,9,0
119,29,13,13,63,26,7,7,22,12,40,14,18,27,11,8,4.375,3,14,2
60,13,3,3,26,9,0,0,9,0,22,3,13,18,12,2,7.5,0,4,0
115,21,8,8,45,15,5,5,15,7,36,8,21,27,9,7,2.42857142857143,2,10,0
19,11,3,3,12,0,6,6,0,26,9,3,9,8,1,3,1.0,1,2,0
708,172,124,126,538,306,15,15,264,147,384,137,120,260,19,76,5.29508196721311,5,127,2
530,108,88,88,418,273,15,15,169,93,290,92,121,204,11,47,4.91489361702128,4,82,20
75,13,5,5,25,6,0,0,6,0,19,5,13,13,3,5,1.6,0,8,0
32,3,1,1,4,0,0,0,0,0,3,1,3,2,1,1,1.0,0,1,0
59,9,3,3,20,7,0,0,7,0,16,3,9,12,3,3,2.66666666666667,0,7,0
240,31,22,22,88,48,2,2,31,240,61,34,30,38,4,14,1.71428571428571,1,22,0
143,24,15,15,58,19,4,4,15,28,39,16,24,24,4,10,2.1,2,13,0
62,24,17,17,28,0,0,0,0,0,24,17,24,20,1,17,0.823529411764706,0,4,0
102,24,11,20,61,32,4,4,18,42,42,20,24,31,4,12,2.0,3,14,1
56,7,2,2,12,2,0,0,2,0,9,2,7,6,2,2,2.0,0,3,0
549,136,90,92,407,246,23,23,185,236,321,100,136,231,17,51,4.83333333333333,6,61,12
50,7,4,4,16,4,0,0,4,0,11,4,7,6,2,4,1.5,0,4,0
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
115,37,8,8,59,43,4,4,13,31,49,11,36,41,2,6,1.66666666666667,3,12,3
79,12,7,7,28,9,3,3,8,11,20,7,12,12,3,7,2.0,3,12,0
68,13,5,5,27,11,6,6,5,17,17,5,12,11,8,5,3.8,1,7,1
303,84,41,41,170,45,3,3,44,12,93,41,49,51,6,40,1.85,2,49,0
2185,511,312,438,1673,1149,49,49,708,211,1224,472,516,925,102,324,8.68571428571429,6,387,105
8,6,4,4,7,0,1,1,0,0,6,4,6,5,1,4,1.0,1,1,0
143,34,12,12,96,51,2,2,39,1,74,12,35,55,11,11,5.09090909090909,2,14,4
57,10,4,4,21,6,0,0,6,0,16,4,10,11,4,4,1.75,0,6,0
63,15,20,20,31,20,0,0,20,0,47,20,27,31,2,20,1.3,0,2,0
179,50,21,32,127,76,3,3,58,42,109,35,51,87,13,12,4.41666666666667,2,22,1
106,16,7,7,33,9,0,0,9,0,25,7,16,17,4,7,1.57142857142857,0,12,0
72,11,4,4,21,5,0,0,5,0,16,4,11,11,3,4,2.0,0,8,0
457,133,90,90,371,182,1,1,148,1,286,92,138,191,14,65,3.77551020408163,1,56,1
42,7,1,1,10,1,1,1,1,1,8,1,7,6,1,1,1.0,1,5,0
73,17,5,5,36,18,3,3,9,2,26,6,17,20,10,3,7.33333333333333,3,6,3
55,8,4,4,22,10,0,0,9,0,17,4,8,12,8,3,3.66666666666667,0,6,0
133,19,21,21,72,31,1,1,30,28,50,41,20,28,5,20,3.16666666666667,1,13,12
54,6,2,2,6,0,0,0,0,0,6,2,6,6,1,2,1.0,0,6,0
60,10,5,5,24,9,1,1,7,1,17,5,10,11,3,4,2.25,1,9,0
79,13,5,5,26,7,1,1,7,2,20,5,13,14,4,5,1.8,1,8,0
16,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,2,0
87,18,6,6,39,17,3,3,13,5,31,6,18,24,13,4,4.25,3,10,0
46,5,1,1,5,0,0,0,0,0,5,1,5,4,1,1,1.0,0,2,0
232,36,23,23,99,49,0,0,40,0,76,24,36,52,7,18,2.5,0,29,1
177,43,21,21,110,62,10,10,47,39,84,21,37,63,9,13,5.92307692307692,4,29,7
5,3,0,0,4,1,0,0,0,0,3,0,3,2,0,0,0.0,0,1,0
191,33,29,29,116,61,3,3,52,4,83,29,31,54,12,20,2.41176470588235,2,23,0
598,222,90,90,506,281,12,12,172,349,363,94,191,267,27,47,9.78048780487805,4,60,41
54,8,5,5,21,7,0,0,6,0,13,5,7,7,3,4,1.75,0,5,0
46,8,2,2,15,5,1,1,4,1,12,2,8,9,4,2,3.0,1,4,0
71,15,10,10,36,10,0,0,10,0,25,10,15,14,2,10,1.9,0,5,0
197,43,33,33,110,60,10,10,46,18,89,38,43,59,6,22,2.8125,5,46,0
69,16,8,8,30,10,0,0,7,0,23,8,16,16,4,6,2.66666666666667,0,9,1
352,80,42,62,272,185,8,8,130,53,212,66,82,170,32,20,6.70588235294118,4,39,2
85,34,7,7,48,8,3,3,7,3,19,7,12,13,3,7,1.42857142857143,2,10,0
93,16,1,1,52,35,13,13,34,9,50,1,16,48,5,1,5.0,4,4,1
82,19,7,7,42,19,0,0,12,0,31,8,19,23,6,7,3.71428571428571,0,10,0
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
2766,479,269,273,2024,1435,55,55,1225,948,1695,285,470,1421,37,204,6.11274509803922,6,527,0
78,15,5,5,32,12,7,7,11,15,22,5,11,16,5,5,4.4,3,8,5
27,5,6,8,22,12,2,2,8,27,12,9,4,8,1,4,1.0,1,5,1
103,22,13,13,23,0,1,1,0,0,22,13,22,21,1,13,1.0,1,10,0
88,15,6,6,31,9,0,0,9,0,24,6,15,17,5,6,2.0,0,9,0
69,12,6,6,25,9,0,0,6,0,18,6,12,11,2,6,1.33333333333333,0,8,0
51,8,6,6,9,0,1,1,0,0,8,6,8,7,1,6,1.0,1,8,0
86,17,8,8,37,11,0,0,11,0,28,8,17,19,3,6,2.0,0,10,0
75,12,5,5,25,7,0,0,7,0,19,5,12,13,3,5,2.2,0,8,0
40,7,1,1,10,1,1,1,1,1,8,1,7,6,1,1,1.0,1,3,0
65,12,6,6,27,8,0,0,8,0,20,6,12,13,4,6,2.16666666666667,0,8,0
104,17,7,7,35,10,0,0,10,0,26,7,16,18,5,7,2.0,0,11,0
359,36,54,79,281,216,3,3,174,83,211,96,37,158,18,42,8.85714285714286,2,35,0
111,39,9,9,88,53,8,8,37,26,76,9,39,66,29,7,7.6,3,19,1
217,58,29,29,166,110,2,2,79,6,140,40,61,111,36,9,9.44444444444444,1,20,0
70,11,4,4,21,5,0,0,5,0,16,4,11,11,3,4,2.0,0,7,0
898,133,147,149,573,370,20,20,314,910,448,162,134,303,28,86,5.2037037037037,3,138,2
41,4,2,2,9,2,0,0,2,0,6,2,4,3,2,2,2.0,0,2,0
104,16,7,7,33,9,1,1,9,1,25,7,16,17,4,7,1.57142857142857,1,11,0
120,30,13,13,67,32,5,5,22,5,50,13,28,36,8,6,5.66666666666667,2,10,0
152,25,15,15,60,22,0,0,21,0,45,16,24,31,14,11,2.54545454545455,0,16,0
70,11,4,4,21,5,1,1,5,1,16,4,11,11,3,4,1.75,1,7,0
56,6,4,4,20,9,0,0,9,0,15,4,6,10,6,4,5.5,0,8,0
28,8,2,2,12,3,0,0,1,0,9,2,8,7,3,2,2.0,0,4,0
229,43,30,30,133,73,7,7,55,20,93,34,38,62,13,25,5.14285714285714,3,27,2
780,140,125,125,473,251,11,11,198,76,319,140,121,195,19,83,4.26229508196721,5,95,17
274,52,53,53,187,101,0,0,69,0,131,55,62,74,11,41,2.76470588235294,0,47,1
57,8,3,3,16,4,0,0,4,0,12,3,8,8,3,3,2.33333333333333,0,4,0
121,15,23,23,79,53,2,2,45,75,61,23,16,37,6,22,3.0,1,15,8
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
238,63,29,38,170,106,6,6,66,23,129,42,63,102,13,12,7.0,3,30,12
143,24,16,16,89,48,7,7,48,21,68,16,20,51,13,8,5.5,1,18,0
67,14,7,7,30,11,0,0,7,0,21,7,14,12,1,7,1.0,0,9,0
80,19,15,15,20,0,8,8,0,13,19,15,19,18,1,15,0.0666666666666667,1,13,0
153,24,20,20,74,34,2,2,34,55,59,21,25,39,7,13,3.30769230769231,2,24,0
2724,395,431,436,1840,1281,79,79,882,1911,1227,476,345,877,57,226,10.2626262626263,6,465,15
56,9,4,4,21,7,0,0,7,0,16,4,9,11,5,4,2.0,0,5,0
42,6,2,2,10,2,0,0,2,0,8,2,6,5,2,2,1.5,0,5,0
147,40,19,19,81,39,0,0,26,0,67,19,41,47,11,13,2.84615384615385,0,25,1
73,18,10,10,18,0,1,1,0,6,16,10,16,15,1,10,0.9,1,15,0
106,16,7,7,34,10,1,1,10,9,26,7,16,18,5,7,2.0,1,12,0
123,33,17,17,72,26,0,0,21,0,54,17,33,36,4,17,1.41176470588235,0,24,0
999,170,98,125,718,551,25,25,378,1269,543,132,165,440,49,53,9.42857142857143,2,133,0
107,19,8,8,40,12,0,0,12,0,31,8,19,22,6,8,2.0,0,11,0
258,73,39,39,189,101,10,10,88,131,165,39,77,124,20,24,5.95833333333333,5,34,20
158,27,7,7,45,15,8,8,12,37,35,7,23,27,3,7,1.0,1,10,1
164,35,25,25,108,55,3,3,42,4,78,25,36,54,7,21,3.88235294117647,3,26,1
54,7,3,3,20,9,0,0,9,0,16,3,7,12,6,3,3.33333333333333,0,7,0
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
82,17,18,18,63,36,9,9,30,53,47,19,17,28,9,7,4.0,2,17,7
21,7,3,3,14,3,0,0,3,0,10,3,7,6,1,3,0.666666666666667,0,7,0
76,13,13,13,38,17,0,0,14,0,27,14,13,17,5,7,2.28571428571429,0,8,0
27,11,3,3,21,11,1,1,7,0,18,3,11,14,11,2,6.5,1,5,1
213,50,36,36,141,65,0,0,53,0,108,37,55,75,11,28,3.08333333333333,0,47,0
332,93,54,54,222,127,10,10,89,46,172,55,83,125,21,26,6.13636363636364,4,59,9
18,3,1,1,4,0,0,0,0,0,3,1,3,2,0,1,0.0,0,2,0
91,15,6,6,31,9,0,0,9,0,24,6,15,17,5,6,2.0,0,9,0
142,36,11,11,80,41,1,1,27,1,62,12,35,49,11,9,5.5,1,25,2
76,12,4,4,23,6,1,1,6,1,18,4,12,13,4,4,2.5,1,10,0
13,7,1,1,10,1,1,1,1,0,8,1,7,6,1,1,1.0,1,3,0
308,94,72,72,232,65,11,11,65,106,148,72,83,75,1,72,0.902777777777778,5,76,0
11,8,3,3,9,0,1,1,0,0,8,3,8,7,1,3,1.0,1,2,0
243,45,28,28,168,105,1,1,67,0,116,28,49,80,8,18,3.25,1,37,2
12,5,1,1,8,1,0,0,1,0,6,1,5,4,2,1,2.0,0,4,0
909,199,144,144,597,319,27,27,269,182,468,150,199,329,16,122,3.13392857142857,5,172,3
267,49,38,38,161,98,3,3,93,66,139,43,46,102,9,26,4.5,2,51,1
75,12,4,4,23,6,1,1,6,1,18,4,12,13,4,4,2.5,1,7,0
65,13,5,5,26,7,0,0,7,0,20,5,13,14,4,5,2.0,0,8,0
28,6,1,1,9,2,1,1,1,0,7,1,6,5,2,1,2.0,1,6,1
71,11,4,4,21,5,0,0,5,0,16,4,11,11,3,4,2.0,0,8,0
1586,295,252,259,1132,764,74,74,532,798,795,305,263,562,29,117,8.92537313432836,7,243,39
1325,348,134,143,1095,879,15,15,568,247,917,147,349,786,64,96,14.4222222222222,3,149,0
91,13,9,9,52,30,2,2,21,6,33,9,12,23,8,6,5.16666666666667,1,8,0
28,6,1,1,9,2,0,0,1,0,7,1,6,5,2,1,2.0,0,6,1
44,9,4,4,10,0,0,0,0,0,9,4,9,8,1,4,0.5,0,4,0
1550,191,271,357,1230,907,7,7,729,55,920,412,191,681,57,101,4.31914893617021,3,146,22
20,10,2,2,16,4,2,2,3,2,11,2,8,8,3,2,2.5,2,4,0
100,21,14,14,75,49,2,2,34,2,54,14,20,40,9,9,6.5,2,11,2
9,4,1,1,7,2,0,0,1,0,5,1,4,3,1,1,1.0,0,2,0
156,27,27,27,113,69,0,0,57,0,85,30,28,56,15,10,7.4,0,12,2
202,39,11,11,83,44,6,6,29,10,63,12,34,51,34,4,11.75,3,23,0
130,38,14,14,82,43,1,1,28,1,65,15,37,50,9,13,3.45454545454545,1,18,1
40,14,7,7,31,9,2,2,9,0,23,10,14,15,4,7,2.14285714285714,2,9,0
43,6,2,2,7,0,0,0,0,0,6,2,6,5,1,2,1.0,0,4,0
60,11,4,4,25,10,5,5,8,5,19,5,11,14,8,2,6.0,2,7,0
14,3,0,0,4,0,1,1,0,0,3,0,3,2,0,0,0.0,1,2,0
37,4,1,1,5,0,1,1,0,0,4,1,4,3,1,1,1.0,1,2,0
311,60,61,61,208,101,4,4,102,6,162,62,60,100,9,54,2.34883720930233,2,77,0
14,3,1,1,4,0,1,1,0,0,3,1,3,2,1,1,1.0,1,2,0
17,6,3,3,12,3,0,0,2,0,8,3,6,4,1,3,1.0,0,5,1
70,11,4,4,21,5,0,0,5,0,16,4,11,11,3,4,1.75,0,7,0
119,24,7,7,73,48,3,3,40,60,64,7,24,55,10,7,5.57142857142857,2,16,0
90,29,7,7,50,23,13,13,13,64,36,7,23,28,6,5,3.8,4,10,5
81,14,5,5,28,8,0,0,8,0,22,5,14,16,5,5,2.4,0,10,0
47,8,1,1,14,6,1,1,4,1,11,1,7,8,2,1,2.0,1,6,1
193,48,36,37,142,74,3,3,73,50,110,44,37,75,7,25,3.13333333333333,2,40,1
74,11,4,4,21,5,0,0,5,0,16,4,11,11,3,4,2.0,0,7,0
245,67,55,55,180,68,10,10,65,5,132,55,67,77,9,50,2.38,3,59,0
279,40,36,36,170,108,3,3,89,11,130,36,41,95,13,20,3.38888888888889,2,36,0
101,21,6,6,39,17,10,10,12,39,31,6,19,23,12,5,6.66666666666667,3,9,0
40,6,2,2,7,0,0,0,0,0,6,2,6,5,1,2,1.0,0,2,0
80,14,6,6,28,7,1,1,7,1,21,6,14,14,3,6,1.5,1,10,0
416,129,60,60,323,168,27,27,130,344,250,63,120,186,18,41,3.7027027027027,1,38,5
71,12,4,4,22,5,1,1,5,1,17,4,12,12,3,4,1.75,1,7,0
48,10,7,7,13,1,2,2,1,6,11,7,10,3,1,7,0.142857142857143,1,4,0
118,22,11,11,50,16,5,5,16,17,38,11,22,26,5,10,2.0,2,12,0
110,12,20,22,70,41,1,1,33,3,45,24,12,25,6,17,4.66666666666667,1,8,0
59,9,3,3,16,3,0,0,3,0,12,3,9,8,2,3,1.66666666666667,0,5,0
55,8,2,2,13,2,0,0,2,0,10,2,8,7,2,2,2.0,0,5,0
49,15,10,10,16,0,0,0,0,0,15,10,15,14,1,10,1.0,0,3,0
619,96,101,101,386,255,22,22,191,128,294,118,103,199,29,60,8.36842105263158,5,76,0
216,62,26,26,165,92,1,1,67,22,131,27,64,105,14,17,7.11111111111111,1,35,0
230,34,36,40,154,93,3,3,73,12,105,40,32,69,12,32,2.70588235294118,2,25,0
77,13,5,5,26,7,0,0,7,0,20,5,13,14,4,5,2.0,0,8,0
46,5,1,1,5,0,0,0,0,0,4,1,4,3,1,1,1.0,0,4,0
116,27,11,11,58,26,7,7,21,38,43,11,22,31,12,8,4.75,3,20,2
198,41,29,29,149,93,4,4,68,27,107,38,39,78,22,10,14.6666666666667,3,22,0
77,12,4,4,23,6,1,1,6,1,18,4,12,13,4,4,2.5,1,8,0
36,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
107,17,9,9,41,14,2,2,14,101,31,9,17,21,6,7,2.14285714285714,2,11,0
37,3,1,1,6,1,0,0,1,0,4,1,3,2,2,1,2.0,0,1,0
344,82,60,66,271,165,20,20,145,218,233,69,88,171,28,36,5.72,6,68,0
41,7,3,3,8,0,0,0,0,0,7,3,7,6,0,3,0.0,0,3,0
34,2,0,0,3,0,0,0,0,0,2,0,2,1,0,0,0.0,0,1,0
55,8,2,2,13,2,0,0,2,0,10,2,8,7,2,2,2.0,0,3,0
78,13,5,5,26,7,0,0,7,0,20,5,13,14,4,5,2.0,0,9,0
43,5,2,2,10,2,0,0,2,0,7,8,5,4,2,2,1.5,0,3,0
147,36,20,20,98,58,12,12,41,36,72,20,31,51,15,11,7.83333333333333,5,14,6
362,91,51,144,302,163,3,3,254,7,346,144,92,293,38,46,3.10869565217391,1,60,2
56,12,6,6,35,22,7,7,17,135,29,6,12,22,14,2,8.0,2,9,0
746,194,159,159,529,322,10,10,259,37,424,177,165,296,7,109,2.09210526315789,4,100,9
39,4,1,1,5,0,0,0,0,0,4,1,4,3,1,1,1.0,0,2,0
82,50,46,46,51,0,13,13,0,0,50,46,50,49,1,46,1.0,3,2,0
33,3,1,1,4,0,0,0,0,0,3,1,3,2,1,1,1.0,0,1,0
41,4,2,2,9,2,0,0,2,0,6,2,4,3,5,2,3.5,0,2,0
161,36,25,25,104,46,2,2,43,6,78,27,35,54,9,21,4.71428571428571,1,27,1
80,36,14,14,65,14,1,1,14,0,50,14,36,35,2,14,1.07142857142857,1,15,0
53,8,2,2,13,2,0,0,2,0,10,2,8,7,2,2,1.5,0,4,0
586,119,86,86,409,215,23,23,179,61,298,89,119,197,57,56,4.94642857142857,5,104,2
4228,8,1,1,2802,2794,1,1,2792,0,2799,1,7,2797,1,1,1.0,1,1399,0
105,28,5,5,57,35,1,1,24,1,53,5,29,47,12,4,6.0,1,16,0
26,6,2,2,14,6,2,2,4,1,10,2,6,7,4,1,4.0,2,4,0
53,11,4,4,18,5,0,0,2,0,14,4,12,11,3,4,1.5,0,4,0
2435,483,472,474,1628,1002,31,31,937,187,1406,504,469,952,20,273,4.84659090909091,7,433,17
235,53,33,33,145,77,16,16,63,87,106,37,43,74,12,25,5.0,3,42,4
54,10,6,6,22,5,0,0,5,0,15,6,10,8,2,6,1.0,0,5,0
84,15,8,8,32,9,1,1,9,1,24,8,15,16,4,7,1.85714285714286,1,10,0
319,54,46,46,156,74,4,4,67,18,122,46,55,81,5,41,1.71875,2,51,0
150,43,16,18,94,53,1,1,33,2,76,18,43,58,10,12,5.0,1,28,9
233,191,94,94,192,0,0,0,0,0,191,94,191,190,1,94,1.0,0,2,0
303,47,31,31,130,58,3,3,55,24,101,31,46,71,11,28,2.07142857142857,2,44,0
34,3,0,0,4,0,2,2,0,34,3,0,3,2,0,0,0.0,1,2,0
45,11,7,7,12,0,0,0,0,0,11,7,11,10,1,7,0.857142857142857,0,3,0
104,42,12,12,85,48,7,7,25,52,63,12,38,50,11,7,4.42857142857143,2,14,0
33,2,0,0,3,0,2,2,0,33,2,0,2,1,0,0,0.0,1,2,0
59,9,3,3,21,8,1,1,8,1,17,3,9,13,5,3,2.66666666666667,1,6,0
433,99,73,73,329,187,11,11,148,255,223,89,75,148,18,44,6.2,4,63,28
89,24,6,6,52,25,4,4,18,7,42,6,24,36,15,3,9.33333333333333,3,7,0
577,137,69,69,351,209,19,19,150,123,269,79,119,199,20,36,6.93939393939394,5,92,20
95,26,8,8,58,27,7,7,20,7,46,8,26,38,15,4,6.75,3,8,0
51,13,9,9,14,0,1,1,0,1,13,9,13,12,1,9,0.444444444444444,1,10,0
46,5,2,2,10,2,0,0,2,0,6,2,4,3,2,2,2.0,0,4,2
101,28,9,9,60,35,5,5,21,11,50,9,29,40,14,5,6.6,4,12,1
205,66,34,34,154,89,0,0,62,0,130,37,68,98,24,13,5.18181818181818,0,17,1
16,4,5,5,13,6,1,1,5,0,8,5,3,5,2,5,1.33333333333333,1,3,1
66,14,5,5,29,5,1,1,5,5,19,5,14,9,1,5,1.0,1,7,0
308,72,35,62,251,185,4,4,114,12,183,64,69,146,21,46,7.18181818181818,3,27,8
40,3,1,1,4,0,1,1,0,0,3,1,3,2,1,1,1.0,1,2,0
59,20,3,3,25,16,0,0,1,0,21,3,20,17,3,3,1.33333333333333,0,4,0
23,8,3,3,17,6,2,2,4,2,11,3,7,7,3,2,3.0,2,6,0
90,24,10,10,52,25,6,6,19,100,39,11,20,28,7,9,4.28571428571429,3,13,2
237,59,22,22,137,74,9,9,49,21,94,25,45,72,14,16,6.16666666666667,4,30,4
77,16,10,10,35,8,0,0,8,0,24,10,16,13,2,10,1.0,0,13,0
12,4,1,1,5,0,1,1,0,0,4,1,4,3,1,1,1.0,1,3,0
66,22,7,7,48,25,5,5,24,11,46,7,22,38,13,3,7.66666666666667,2,17,0
102,16,7,7,34,10,1,1,10,1,26,7,16,18,5,7,2.0,1,12,0
32,8,4,4,27,14,5,5,14,17,22,4,8,17,3,4,2.75,3,5,0
122,36,15,15,78,43,0,0,28,0,66,15,38,50,13,10,3.875,0,13,3
78,12,7,7,30,15,0,0,12,0,24,7,12,16,6,5,2.6,0,8,0
729,193,111,111,547,242,0,0,244,0,439,111,195,327,6,95,2.67368421052632,0,101,0
156,38,23,23,105,52,4,4,37,3,75,27,38,50,20,17,5.2,2,20,0
117,29,19,19,73,32,1,1,23,3,52,19,29,37,7,16,1.81818181818182,1,14,0
188,36,23,28,131,80,13,13,45,148,76,28,31,55,16,16,5.0,2,20,2
63,9,6,6,29,14,0,0,13,0,22,6,9,15,5,3,3.33333333333333,0,4,0
810,144,175,183,658,460,8,8,362,334,512,291,150,351,37,124,3.54285714285714,3,106,22
47,7,1,1,10,1,1,1,1,1,8,1,7,6,1,1,1.0,1,3,0
125,44,14,14,80,61,7,7,26,35,70,14,44,55,5,13,2.25,2,10,4
139,21,12,12,51,24,4,4,19,4,40,12,21,27,5,11,2.0,2,14,0
39,3,1,1,4,0,0,0,0,0,3,1,3,2,0,1,0.0,0,1,0
73,12,4,4,21,4,0,0,4,0,16,4,12,11,2,4,1.5,0,6,0
84,42,36,36,44,0,0,0,0,0,42,36,42,41,1,36,0.555555555555556,0,11,0
48,9,2,2,14,2,0,0,2,0,10,2,8,7,2,2,2.0,0,3,0
41,16,7,7,31,7,0,0,7,0,23,7,16,15,2,7,2.0,0,10,0
14,12,10,10,13,0,2,2,0,0,12,10,12,11,1,10,1.0,2,1,0
108,21,9,9,53,25,9,9,16,65,35,9,19,25,8,8,4.0,2,12,1
138,26,21,21,95,57,4,4,35,2,61,23,26,42,11,8,6.375,2,11,1
87,18,11,11,43,13,0,0,13,0,31,11,18,19,4,11,1.81818181818182,0,14,0
111,23,15,15,61,26,2,2,25,3,49,16,24,32,7,12,2.3,1,17,1
