route,balancing,dataset,scaler,model,TP,TN,FP,FN,P,N,Total,Error,Exactitud,TP_Rate,FP_Rate,Precision,Recall,Sensibilidad,Especificidad,F1_Score,Accuracy_sklearn,cv_best_score
nofs,csbboost,jruby-1.1,standard,svm,11,117,13,6,17,130,147,0.1292517006802721,0.8707482993197279,0.6470588235294118,0.1,0.4583333333333333,0.6470588235294118,0.6470588235294118,0.9,0.5365853658536586,0.8707482993197279,0.9760919540229885
fs,hcbou,jruby-1.1,robust,decision_tree,11,108,22,6,17,130,147,0.19047619047619047,0.8095238095238095,0.6470588235294118,0.16923076923076924,0.3333333333333333,0.6470588235294118,0.6470588235294118,0.8307692307692308,0.44,0.8095238095238095,0.9386206896551725
fs,hcbou,jruby-1.1,robust,naive_bayes_gaussian,10,123,7,7,17,130,147,0.09523809523809523,0.9047619047619048,0.5882352941176471,0.05384615384615385,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.9461538461538461,0.5882352941176471,0.9047619047619048,0.575287356321839
fs,hcbou,jruby-1.1,robust,svm,13,114,16,4,17,130,147,0.1360544217687075,0.8639455782312925,0.7647058823529411,0.12307692307692308,0.4482758620689655,0.7647058823529411,0.7647058823529411,0.8769230769230769,0.5652173913043478,0.8639455782312925,0.9864367816091952
nofs,hcbou,jruby-1.1,robust,decision_tree,10,112,18,7,17,130,147,0.17006802721088435,0.8299319727891157,0.5882352941176471,0.13846153846153847,0.35714285714285715,0.5882352941176471,0.5882352941176471,0.8615384615384616,0.4444444444444444,0.8299319727891157,0.9348275862068964
nofs,hcbou,jruby-1.1,robust,naive_bayes_gaussian,1,130,0,16,17,130,147,0.10884353741496598,0.891156462585034,0.058823529411764705,0.0,1.0,0.058823529411764705,0.058823529411764705,1.0,0.1111111111111111,0.891156462585034,0.04459770114942529
nofs,hcbou,jruby-1.1,robust,svm,12,109,21,5,17,130,147,0.17687074829931973,0.8231292517006803,0.7058823529411765,0.16153846153846155,0.36363636363636365,0.7058823529411765,0.7058823529411765,0.8384615384615385,0.48,0.8231292517006803,0.9828735632183907
fs,hcbou,jruby-1.1,standard,decision_tree,11,108,22,6,17,130,147,0.19047619047619047,0.8095238095238095,0.6470588235294118,0.16923076923076924,0.3333333333333333,0.6470588235294118,0.6470588235294118,0.8307692307692308,0.44,0.8095238095238095,0.9386206896551725
fs,hcbou,jruby-1.1,standard,naive_bayes_gaussian,10,123,7,7,17,130,147,0.09523809523809523,0.9047619047619048,0.5882352941176471,0.05384615384615385,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.9461538461538461,0.5882352941176471,0.9047619047619048,0.575287356321839
fs,hcbou,jruby-1.1,standard,svm,15,80,50,2,17,130,147,0.35374149659863946,0.6462585034013606,0.8823529411764706,0.38461538461538464,0.23076923076923078,0.8823529411764706,0.8823529411764706,0.6153846153846154,0.36585365853658536,0.6462585034013606,0.9932183908045976
nofs,hcbou,jruby-1.1,standard,decision_tree,10,112,18,7,17,130,147,0.17006802721088435,0.8299319727891157,0.5882352941176471,0.13846153846153847,0.35714285714285715,0.5882352941176471,0.5882352941176471,0.8615384615384616,0.4444444444444444,0.8299319727891157,0.9348275862068964
nofs,hcbou,jruby-1.1,standard,naive_bayes_gaussian,11,124,6,6,17,130,147,0.08163265306122448,0.9183673469387755,0.6470588235294118,0.046153846153846156,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.9538461538461539,0.6470588235294118,0.9183673469387755,0.5994252873563218
nofs,hcbou,jruby-1.1,standard,svm,8,121,9,9,17,130,147,0.12244897959183673,0.8775510204081632,0.47058823529411764,0.06923076923076923,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.9307692307692308,0.47058823529411764,0.8775510204081632,0.9519540229885057
fs,smote,jruby-1.1,robust,decision_tree,11,117,13,6,17,130,147,0.1292517006802721,0.8707482993197279,0.6470588235294118,0.1,0.4583333333333333,0.6470588235294118,0.6470588235294118,0.9,0.5365853658536586,0.8707482993197279,0.9281609195402298
fs,smote,jruby-1.1,robust,naive_bayes_gaussian,11,121,9,6,17,130,147,0.10204081632653061,0.8979591836734694,0.6470588235294118,0.06923076923076923,0.55,0.6470588235294118,0.6470588235294118,0.9307692307692308,0.5945945945945946,0.8979591836734694,0.6573563218390805
fs,smote,jruby-1.1,robust,svm,14,115,15,3,17,130,147,0.12244897959183673,0.8775510204081632,0.8235294117647058,0.11538461538461539,0.4827586206896552,0.8235294117647058,0.8235294117647058,0.8846153846153846,0.6086956521739131,0.8775510204081632,0.9829885057471264
nofs,smote,jruby-1.1,robust,decision_tree,11,120,10,6,17,130,147,0.10884353741496598,0.891156462585034,0.6470588235294118,0.07692307692307693,0.5238095238095238,0.6470588235294118,0.6470588235294118,0.9230769230769231,0.5789473684210527,0.891156462585034,0.9078160919540231
nofs,smote,jruby-1.1,robust,naive_bayes_gaussian,1,130,0,16,17,130,147,0.10884353741496598,0.891156462585034,0.058823529411764705,0.0,1.0,0.058823529411764705,0.058823529411764705,1.0,0.1111111111111111,0.891156462585034,0.04781609195402299
nofs,smote,jruby-1.1,robust,svm,13,100,30,4,17,130,147,0.23129251700680273,0.7687074829931972,0.7647058823529411,0.23076923076923078,0.3023255813953488,0.7647058823529411,0.7647058823529411,0.7692307692307693,0.43333333333333335,0.7687074829931972,0.9863218390804598
fs,smote,jruby-1.1,standard,decision_tree,11,117,13,6,17,130,147,0.1292517006802721,0.8707482993197279,0.6470588235294118,0.1,0.4583333333333333,0.6470588235294118,0.6470588235294118,0.9,0.5365853658536586,0.8707482993197279,0.9248275862068965
fs,smote,jruby-1.1,standard,naive_bayes_gaussian,11,121,9,6,17,130,147,0.10204081632653061,0.8979591836734694,0.6470588235294118,0.06923076923076923,0.55,0.6470588235294118,0.6470588235294118,0.9307692307692308,0.5945945945945946,0.8979591836734694,0.6573563218390805
fs,smote,jruby-1.1,standard,svm,12,117,13,5,17,130,147,0.12244897959183673,0.8775510204081632,0.7058823529411765,0.1,0.48,0.7058823529411765,0.7058823529411765,0.9,0.5714285714285714,0.8775510204081632,0.9726436781609197
nofs,smote,jruby-1.1,standard,decision_tree,10,120,10,7,17,130,147,0.11564625850340136,0.8843537414965986,0.5882352941176471,0.07692307692307693,0.5,0.5882352941176471,0.5882352941176471,0.9230769230769231,0.5405405405405406,0.8843537414965986,0.9214942528735633
nofs,smote,jruby-1.1,standard,naive_bayes_gaussian,11,124,6,6,17,130,147,0.08163265306122448,0.9183673469387755,0.6470588235294118,0.046153846153846156,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.9538461538461539,0.6470588235294118,0.9183673469387755,0.6233333333333333
nofs,smote,jruby-1.1,standard,svm,9,122,8,8,17,130,147,0.10884353741496598,0.891156462585034,0.5294117647058824,0.06153846153846154,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.9384615384615385,0.5294117647058824,0.891156462585034,0.9656321839080461
fs,unbalanced,jruby-1.1,robust,decision_tree,9,123,7,8,17,130,147,0.10204081632653061,0.8979591836734694,0.5294117647058824,0.05384615384615385,0.5625,0.5294117647058824,0.5294117647058824,0.9461538461538461,0.5454545454545454,0.8979591836734694,0.6285714285714286
fs,unbalanced,jruby-1.1,robust,naive_bayes_gaussian,12,122,8,5,17,130,147,0.08843537414965986,0.9115646258503401,0.7058823529411765,0.06153846153846154,0.6,0.7058823529411765,0.7058823529411765,0.9384615384615385,0.6486486486486487,0.9115646258503401,0.6142857142857143
fs,unbalanced,jruby-1.1,robust,svm,10,123,7,7,17,130,147,0.09523809523809523,0.9047619047619048,0.5882352941176471,0.05384615384615385,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.9461538461538461,0.5882352941176471,0.9047619047619048,0.657142857142857
nofs,unbalanced,jruby-1.1,robust,decision_tree,7,124,6,10,17,130,147,0.10884353741496598,0.891156462585034,0.4117647058823529,0.046153846153846156,0.5384615384615384,0.4117647058823529,0.4117647058823529,0.9538461538461539,0.4666666666666667,0.891156462585034,0.5285714285714287
nofs,unbalanced,jruby-1.1,robust,naive_bayes_gaussian,2,130,0,15,17,130,147,0.10204081632653061,0.8979591836734694,0.11764705882352941,0.0,1.0,0.11764705882352941,0.11764705882352941,1.0,0.21052631578947367,0.8979591836734694,0.04285714285714286
nofs,unbalanced,jruby-1.1,robust,svm,6,129,1,11,17,130,147,0.08163265306122448,0.9183673469387755,0.35294117647058826,0.007692307692307693,0.8571428571428571,0.35294117647058826,0.35294117647058826,0.9923076923076923,0.5,0.9183673469387755,0.6571428571428571
fs,unbalanced,jruby-1.1,standard,decision_tree,9,123,7,8,17,130,147,0.10204081632653061,0.8979591836734694,0.5294117647058824,0.05384615384615385,0.5625,0.5294117647058824,0.5294117647058824,0.9461538461538461,0.5454545454545454,0.8979591836734694,0.6285714285714286
fs,unbalanced,jruby-1.1,standard,naive_bayes_gaussian,12,122,8,5,17,130,147,0.08843537414965986,0.9115646258503401,0.7058823529411765,0.06153846153846154,0.6,0.7058823529411765,0.7058823529411765,0.9384615384615385,0.6486486486486487,0.9115646258503401,0.6142857142857143
fs,unbalanced,jruby-1.1,standard,svm,10,127,3,7,17,130,147,0.06802721088435375,0.9319727891156463,0.5882352941176471,0.023076923076923078,0.7692307692307693,0.5882352941176471,0.5882352941176471,0.9769230769230769,0.6666666666666666,0.9319727891156463,0.5571428571428572
nofs,unbalanced,jruby-1.1,standard,decision_tree,7,124,6,10,17,130,147,0.10884353741496598,0.891156462585034,0.4117647058823529,0.046153846153846156,0.5384615384615384,0.4117647058823529,0.4117647058823529,0.9538461538461539,0.4666666666666667,0.891156462585034,0.5285714285714287
nofs,unbalanced,jruby-1.1,standard,naive_bayes_gaussian,11,124,6,6,17,130,147,0.08163265306122448,0.9183673469387755,0.6470588235294118,0.046153846153846156,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.9538461538461539,0.6470588235294118,0.9183673469387755,0.6
nofs,unbalanced,jruby-1.1,standard,svm,10,126,4,7,17,130,147,0.07482993197278912,0.9251700680272109,0.5882352941176471,0.03076923076923077,0.7142857142857143,0.5882352941176471,0.5882352941176471,0.9692307692307692,0.6451612903225806,0.9251700680272109,0.5142857142857143
fs,csbboost,wicket-1.3.0-beta2,robust,decision_tree,12,292,35,14,26,327,353,0.1388101983002833,0.8611898016997167,0.46153846153846156,0.10703363914373089,0.2553191489361702,0.46153846153846156,0.46153846153846156,0.8929663608562691,0.3287671232876712,0.8611898016997167,0.9135010060362173
fs,csbboost,wicket-1.3.0-beta2,robust,naive_bayes_gaussian,9,293,34,17,26,327,353,0.14447592067988668,0.8555240793201133,0.34615384615384615,0.10397553516819572,0.20930232558139536,0.34615384615384615,0.34615384615384615,0.8960244648318043,0.2608695652173913,0.8555240793201133,0.5375653923541248
fs,csbboost,wicket-1.3.0-beta2,robust,svm,19,259,68,7,26,327,353,0.21246458923512748,0.7875354107648725,0.7307692307692307,0.20795107033639143,0.21839080459770116,0.7307692307692307,0.7307692307692307,0.7920489296636085,0.336283185840708,0.7875354107648725,0.9872837022132795
nofs,csbboost,wicket-1.3.0-beta2,robust,decision_tree,9,293,34,17,26,327,353,0.14447592067988668,0.8555240793201133,0.34615384615384615,0.10397553516819572,0.20930232558139536,0.34615384615384615,0.34615384615384615,0.8960244648318043,0.2608695652173913,0.8555240793201133,0.9178269617706236
nofs,csbboost,wicket-1.3.0-beta2,robust,naive_bayes_gaussian,10,299,28,16,26,327,353,0.12464589235127478,0.8753541076487252,0.38461538461538464,0.0856269113149847,0.2631578947368421,0.38461538461538464,0.38461538461538464,0.9143730886850153,0.3125,0.8753541076487252,0.4610060362173038
nofs,csbboost,wicket-1.3.0-beta2,robust,svm,9,302,25,17,26,327,353,0.11898016997167139,0.8810198300283286,0.34615384615384615,0.0764525993883792,0.2647058823529412,0.34615384615384615,0.34615384615384615,0.9235474006116208,0.3,0.8810198300283286,0.953199195171026
fs,csbboost,wicket-1.3.0-beta2,standard,decision_tree,12,295,32,14,26,327,353,0.13031161473087818,0.8696883852691218,0.46153846153846156,0.09785932721712538,0.2727272727272727,0.46153846153846156,0.46153846153846156,0.9021406727828746,0.34285714285714286,0.8696883852691218,0.912092555331992
fs,csbboost,wicket-1.3.0-beta2,standard,naive_bayes_gaussian,10,296,31,16,26,327,353,0.13314447592067988,0.8668555240793201,0.38461538461538464,0.09480122324159021,0.24390243902439024,0.38461538461538464,0.38461538461538464,0.9051987767584098,0.29850746268656714,0.8668555240793201,0.5021327967806841
fs,csbboost,wicket-1.3.0-beta2,standard,svm,13,285,42,13,26,327,353,0.1558073654390935,0.8441926345609065,0.5,0.12844036697247707,0.23636363636363636,0.5,0.5,0.8715596330275229,0.32098765432098764,0.8441926345609065,0.9858350100603621
nofs,csbboost,wicket-1.3.0-beta2,standard,decision_tree,8,293,34,18,26,327,353,0.14730878186968838,0.8526912181303116,0.3076923076923077,0.10397553516819572,0.19047619047619047,0.3076923076923077,0.3076923076923077,0.8960244648318043,0.23529411764705882,0.8526912181303116,0.9178269617706236
nofs,csbboost,wicket-1.3.0-beta2,standard,naive_bayes_gaussian,10,299,28,16,26,327,353,0.12464589235127478,0.8753541076487252,0.38461538461538464,0.0856269113149847,0.2631578947368421,0.38461538461538464,0.38461538461538464,0.9143730886850153,0.3125,0.8753541076487252,0.4610060362173038
nofs,csbboost,wicket-1.3.0-beta2,standard,svm,10,302,25,16,26,327,353,0.11614730878186968,0.8838526912181303,0.38461538461538464,0.0764525993883792,0.2857142857142857,0.38461538461538464,0.38461538461538464,0.9235474006116208,0.32786885245901637,0.8838526912181303,0.9872233400402415
fs,hcbou,wicket-1.3.0-beta2,robust,decision_tree,11,288,39,15,26,327,353,0.1529745042492918,0.8470254957507082,0.4230769230769231,0.11926605504587157,0.22,0.4230769230769231,0.4230769230769231,0.8807339449541285,0.2894736842105263,0.8470254957507082,0.9147283702213281
fs,hcbou,wicket-1.3.0-beta2,robust,naive_bayes_gaussian,10,299,28,16,26,327,353,0.12464589235127478,0.8753541076487252,0.38461538461538464,0.0856269113149847,0.2631578947368421,0.38461538461538464,0.38461538461538464,0.9143730886850153,0.3125,0.8753541076487252,0.471569416498994
fs,hcbou,wicket-1.3.0-beta2,robust,svm,23,140,187,3,26,327,353,0.5382436260623229,0.46175637393767704,0.8846153846153846,0.5718654434250765,0.10952380952380952,0.8846153846153846,0.8846153846153846,0.42813455657492355,0.19491525423728814,0.46175637393767704,0.938913480885312
nofs,hcbou,wicket-1.3.0-beta2,robust,decision_tree,15,245,82,11,26,327,353,0.26345609065155806,0.7365439093484419,0.5769230769230769,0.25076452599388377,0.15463917525773196,0.5769230769230769,0.5769230769230769,0.7492354740061162,0.24390243902439024,0.7365439093484419,0.9117505030181088
nofs,hcbou,wicket-1.3.0-beta2,robust,naive_bayes_gaussian,10,304,23,16,26,327,353,0.11048158640226628,0.8895184135977338,0.38461538461538464,0.07033639143730887,0.30303030303030304,0.38461538461538464,0.38461538461538464,0.9296636085626911,0.3389830508474576,0.8895184135977338,0.46026156941649904
nofs,hcbou,wicket-1.3.0-beta2,robust,svm,8,307,20,18,26,327,353,0.10764872521246459,0.8923512747875354,0.3076923076923077,0.06116207951070336,0.2857142857142857,0.3076923076923077,0.3076923076923077,0.9388379204892966,0.2962962962962963,0.8923512747875354,0.9459959758551308
fs,hcbou,wicket-1.3.0-beta2,standard,decision_tree,11,288,39,15,26,327,353,0.1529745042492918,0.8470254957507082,0.4230769230769231,0.11926605504587157,0.22,0.4230769230769231,0.4230769230769231,0.8807339449541285,0.2894736842105263,0.8470254957507082,0.9161569416498996
fs,hcbou,wicket-1.3.0-beta2,standard,naive_bayes_gaussian,10,299,28,16,26,327,353,0.12464589235127478,0.8753541076487252,0.38461538461538464,0.0856269113149847,0.2631578947368421,0.38461538461538464,0.38461538461538464,0.9143730886850153,0.3125,0.8753541076487252,0.471569416498994
fs,hcbou,wicket-1.3.0-beta2,standard,svm,4,286,41,22,26,327,353,0.17847025495750707,0.8215297450424929,0.15384615384615385,0.12538226299694188,0.08888888888888889,0.15384615384615385,0.15384615384615385,0.8746177370030581,0.11267605633802817,0.8215297450424929,0.9446277665995975
nofs,hcbou,wicket-1.3.0-beta2,standard,decision_tree,15,245,82,11,26,327,353,0.26345609065155806,0.7365439093484419,0.5769230769230769,0.25076452599388377,0.15463917525773196,0.5769230769230769,0.5769230769230769,0.7492354740061162,0.24390243902439024,0.7365439093484419,0.9117505030181088
nofs,hcbou,wicket-1.3.0-beta2,standard,naive_bayes_gaussian,10,304,23,16,26,327,353,0.11048158640226628,0.8895184135977338,0.38461538461538464,0.07033639143730887,0.30303030303030304,0.38461538461538464,0.38461538461538464,0.9296636085626911,0.3389830508474576,0.8895184135977338,0.46026156941649904
nofs,hcbou,wicket-1.3.0-beta2,standard,svm,6,313,14,20,26,327,353,0.09631728045325778,0.9036827195467422,0.23076923076923078,0.04281345565749235,0.3,0.23076923076923078,0.23076923076923078,0.9571865443425076,0.2608695652173913,0.9036827195467422,0.9602213279678068
fs,smote,wicket-1.3.0-beta2,robust,decision_tree,14,257,70,12,26,327,353,0.23229461756373937,0.7677053824362606,0.5384615384615384,0.21406727828746178,0.16666666666666666,0.5384615384615384,0.5384615384615384,0.7859327217125383,0.2545454545454545,0.7677053824362606,0.9318913480885312
fs,smote,wicket-1.3.0-beta2,robust,naive_bayes_gaussian,11,300,27,15,26,327,353,0.11898016997167139,0.8810198300283286,0.4230769230769231,0.08256880733944955,0.2894736842105263,0.4230769230769231,0.4230769230769231,0.9174311926605505,0.34375,0.8810198300283286,0.4596579476861167
fs,smote,wicket-1.3.0-beta2,robust,svm,23,126,201,3,26,327,353,0.5779036827195467,0.42209631728045327,0.8846153846153846,0.6146788990825688,0.10267857142857142,0.8846153846153846,0.8846153846153846,0.3853211009174312,0.184,0.42209631728045327,0.9815895372233401
nofs,smote,wicket-1.3.0-beta2,robust,decision_tree,10,279,48,16,26,327,353,0.1813031161473088,0.8186968838526912,0.38461538461538464,0.14678899082568808,0.1724137931034483,0.38461538461538464,0.38461538461538464,0.8532110091743119,0.23809523809523808,0.8186968838526912,0.9347686116700201
nofs,smote,wicket-1.3.0-beta2,robust,naive_bayes_gaussian,11,300,27,15,26,327,353,0.11898016997167139,0.8810198300283286,0.4230769230769231,0.08256880733944955,0.2894736842105263,0.4230769230769231,0.4230769230769231,0.9174311926605505,0.34375,0.8810198300283286,0.428430583501006
nofs,smote,wicket-1.3.0-beta2,robust,svm,11,283,44,15,26,327,353,0.1671388101983003,0.8328611898016998,0.4230769230769231,0.1345565749235474,0.2,0.4230769230769231,0.4230769230769231,0.8654434250764526,0.2716049382716049,0.8328611898016998,0.9801810865191147
fs,smote,wicket-1.3.0-beta2,standard,decision_tree,14,257,70,12,26,327,353,0.23229461756373937,0.7677053824362606,0.5384615384615384,0.21406727828746178,0.16666666666666666,0.5384615384615384,0.5384615384615384,0.7859327217125383,0.2545454545454545,0.7677053824362606,0.9318913480885312
fs,smote,wicket-1.3.0-beta2,standard,naive_bayes_gaussian,11,300,27,15,26,327,353,0.11898016997167139,0.8810198300283286,0.4230769230769231,0.08256880733944955,0.2894736842105263,0.4230769230769231,0.4230769230769231,0.9174311926605505,0.34375,0.8810198300283286,0.4596579476861167
fs,smote,wicket-1.3.0-beta2,standard,svm,22,165,162,4,26,327,353,0.4702549575070821,0.5297450424929179,0.8461538461538461,0.4954128440366973,0.11956521739130435,0.8461538461538461,0.8461538461538461,0.5045871559633027,0.20952380952380953,0.5297450424929179,0.9673641851106639
nofs,smote,wicket-1.3.0-beta2,standard,decision_tree,10,279,48,16,26,327,353,0.1813031161473088,0.8186968838526912,0.38461538461538464,0.14678899082568808,0.1724137931034483,0.38461538461538464,0.38461538461538464,0.8532110091743119,0.23809523809523808,0.8186968838526912,0.9347686116700201
nofs,smote,wicket-1.3.0-beta2,standard,naive_bayes_gaussian,11,300,27,15,26,327,353,0.11898016997167139,0.8810198300283286,0.4230769230769231,0.08256880733944955,0.2894736842105263,0.4230769230769231,0.4230769230769231,0.9174311926605505,0.34375,0.8810198300283286,0.428430583501006
nofs,smote,wicket-1.3.0-beta2,standard,svm,7,313,14,19,26,327,353,0.09348441926345609,0.9065155807365439,0.2692307692307692,0.04281345565749235,0.3333333333333333,0.2692307692307692,0.2692307692307692,0.9571865443425076,0.2978723404255319,0.9065155807365439,0.9730985915492958
fs,unbalanced,wicket-1.3.0-beta2,robust,decision_tree,4,309,18,22,26,327,353,0.11331444759206799,0.886685552407932,0.15384615384615385,0.05504587155963303,0.18181818181818182,0.15384615384615385,0.15384615384615385,0.944954128440367,0.16666666666666666,0.886685552407932,0.3463636363636364
fs,unbalanced,wicket-1.3.0-beta2,robust,naive_bayes_gaussian,8,305,22,18,26,327,353,0.11331444759206799,0.886685552407932,0.3076923076923077,0.0672782874617737,0.26666666666666666,0.3076923076923077,0.3076923076923077,0.9327217125382263,0.2857142857142857,0.886685552407932,0.3818181818181818
fs,unbalanced,wicket-1.3.0-beta2,robust,svm,13,196,131,13,26,327,353,0.40793201133144474,0.5920679886685553,0.5,0.40061162079510704,0.09027777777777778,0.5,0.5,0.599388379204893,0.15294117647058825,0.5920679886685553,0.49909090909090903
nofs,unbalanced,wicket-1.3.0-beta2,robust,decision_tree,4,313,14,22,26,327,353,0.10198300283286119,0.8980169971671388,0.15384615384615385,0.04281345565749235,0.2222222222222222,0.15384615384615385,0.15384615384615385,0.9571865443425076,0.18181818181818182,0.8980169971671388,0.39818181818181814
nofs,unbalanced,wicket-1.3.0-beta2,robust,naive_bayes_gaussian,10,302,25,16,26,327,353,0.11614730878186968,0.8838526912181303,0.38461538461538464,0.0764525993883792,0.2857142857142857,0.38461538461538464,0.38461538461538464,0.9235474006116208,0.32786885245901637,0.8838526912181303,0.4281818181818182
nofs,unbalanced,wicket-1.3.0-beta2,robust,svm,10,251,76,16,26,327,353,0.26062322946175637,0.7393767705382436,0.38461538461538464,0.2324159021406728,0.11627906976744186,0.38461538461538464,0.38461538461538464,0.7675840978593272,0.17857142857142858,0.7393767705382436,0.619090909090909
fs,unbalanced,wicket-1.3.0-beta2,standard,decision_tree,4,309,18,22,26,327,353,0.11331444759206799,0.886685552407932,0.15384615384615385,0.05504587155963303,0.18181818181818182,0.15384615384615385,0.15384615384615385,0.944954128440367,0.16666666666666666,0.886685552407932,0.3463636363636364
fs,unbalanced,wicket-1.3.0-beta2,standard,naive_bayes_gaussian,8,305,22,18,26,327,353,0.11331444759206799,0.886685552407932,0.3076923076923077,0.0672782874617737,0.26666666666666666,0.3076923076923077,0.3076923076923077,0.9327217125382263,0.2857142857142857,0.886685552407932,0.3818181818181818
fs,unbalanced,wicket-1.3.0-beta2,standard,svm,13,189,138,13,26,327,353,0.42776203966005666,0.5722379603399433,0.5,0.42201834862385323,0.08609271523178808,0.5,0.5,0.5779816513761468,0.14689265536723164,0.5722379603399433,0.3772727272727273
nofs,unbalanced,wicket-1.3.0-beta2,standard,decision_tree,4,313,14,22,26,327,353,0.10198300283286119,0.8980169971671388,0.15384615384615385,0.04281345565749235,0.2222222222222222,0.15384615384615385,0.15384615384615385,0.9571865443425076,0.18181818181818182,0.8980169971671388,0.39818181818181814
nofs,unbalanced,wicket-1.3.0-beta2,standard,naive_bayes_gaussian,10,302,25,16,26,327,353,0.11614730878186968,0.8838526912181303,0.38461538461538464,0.0764525993883792,0.2857142857142857,0.38461538461538464,0.38461538461538464,0.9235474006116208,0.32786885245901637,0.8838526912181303,0.4281818181818182
nofs,unbalanced,wicket-1.3.0-beta2,standard,svm,3,284,43,23,26,327,353,0.18696883852691218,0.8130311614730878,0.11538461538461539,0.13149847094801223,0.06521739130434782,0.11538461538461539,0.11538461538461539,0.8685015290519877,0.08333333333333333,0.8130311614730878,0.30636363636363634
